packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
org.dependencytrack.model,ViolationAnalysisComment,us.springett:alpine,"","",2,2,1.0
org.dependencytrack.search,ComponentIndexer,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",30,65,0.46
org.dependencytrack.search,ComponentIndexer,us.springett:alpine,"","",35,65,0.54
org.dependencytrack.integrations.fortifyssc,FortifySscUploader,us.springett:alpine,"","",26,29,0.9
org.dependencytrack.integrations.fortifyssc,FortifySscUploader,org.json:json,JSON Libraries,json,3,29,0.1
org.dependencytrack.model,NotificationPublisher,us.springett:alpine,"","",5,5,1.0
org.dependencytrack.persistence,PackageURLStringConverterTest,com.github.package-url:packageurl-java,"","github,url",4,4,1.0
org.dependencytrack.persistence,DefaultObjectGenerator,us.springett:alpine,"","",128,128,1.0
org.dependencytrack.upgrade,UpgradeInitializer,us.springett:alpine,"","",33,33,1.0
org.dependencytrack.upgrade.v400,v400Updater,us.springett:alpine,"","",7,7,1.0
org.dependencytrack.util,NotificationUtil,com.github.package-url:packageurl-java,"","github,url",2,40,0.05
org.dependencytrack.util,NotificationUtil,us.springett:alpine,"","",38,40,0.95
org.dependencytrack.model,NotificationRuleTest,us.springett:alpine,"","",4,4,1.0
org.dependencytrack.model,PolicyCondition,us.springett:alpine,"","",6,6,1.0
